City,Date,Card Type,Exp Type,Gender,Amount,description
"Ahmedabad, India",2014-06-23,Silver,Bills,F,171671,"Spent on Bills using Silver in Ahmedabad, India"
"Ahmedabad, India",2014-03-23,Platinum,Entertainment,F,132621,"Spent on Entertainment using Platinum in Ahmedabad, India"
"Ahmedabad, India",2014-09-19,Silver,Entertainment,F,215258,"Spent on Entertainment using Silver in Ahmedabad, India"
"Delhi, India",2015-01-26,Platinum,Grocery,F,14370,"Spent on Grocery using Platinum in Delhi, India"
"Bengaluru, India",2014-12-19,Signature,Food,F,193633,"Spent on Food using Signature in Bengaluru, India"
"Ahmedabad, India",2014-12-25,Gold,Fuel,F,143213,"Spent on Fuel using Gold in Ahmedabad, India"
"Greater Mumbai, India",2014-10-23,Gold,Bills,M,117970,"Spent on Bills using Gold in Greater Mumbai, India"
"Bengaluru, India",2014-09-08,Gold,Bills,F,67958,"Spent on Bills using Gold in Bengaluru, India"
"Ahmedabad, India",2015-04-10,Gold,Entertainment,F,152505,"Spent on Entertainment using Gold in Ahmedabad, India"
"Bengaluru, India",2013-11-03,Platinum,Fuel,M,14332,"Spent on Fuel using Platinum in Bengaluru, India"
"Ahmedabad, India",2014-08-18,Gold,Food,F,297400,"Spent on Food using Gold in Ahmedabad, India"
"Ahmedabad, India",2014-11-19,Platinum,Grocery,F,10402,"Spent on Grocery using Platinum in Ahmedabad, India"
"Ahmedabad, India",2013-11-04,Signature,Fuel,M,222249,"Spent on Fuel using Signature in Ahmedabad, India"
"Ahmedabad, India",2014-11-26,Signature,Bills,F,151721,"Spent on Bills using Signature in Ahmedabad, India"
"Ahmedabad, India",2015-04-03,Silver,Entertainment,M,113635,"Spent on Entertainment using Silver in Ahmedabad, India"
"Bengaluru, India",2015-02-01,Gold,Grocery,M,235359,"Spent on Grocery using Gold in Bengaluru, India"
"Delhi, India",2014-01-15,Silver,Bills,M,14426,"Spent on Bills using Silver in Delhi, India"
"Delhi, India",2014-08-20,Platinum,Entertainment,M,120261,"Spent on Entertainment using Platinum in Delhi, India"
"Delhi, India",2014-04-30,Silver,Entertainment,F,29568,"Spent on Entertainment using Silver in Delhi, India"
"Bengaluru, India",2013-10-14,Gold,Food,M,75662,"Spent on Food using Gold in Bengaluru, India"
"Delhi, India",2013-12-24,Signature,Entertainment,M,79715,"Spent on Entertainment using Signature in Delhi, India"
"Delhi, India",2014-08-21,Platinum,Food,F,287755,"Spent on Food using Platinum in Delhi, India"
"Ahmedabad, India",2014-01-28,Platinum,Food,M,19130,"Spent on Food using Platinum in Ahmedabad, India"
"Ahmedabad, India",2013-10-31,Silver,Food,F,58102,"Spent on Food using Silver in Ahmedabad, India"
"Delhi, India",2015-04-23,Platinum,Entertainment,M,196245,"Spent on Entertainment using Platinum in Delhi, India"
"Greater Mumbai, India",2014-12-02,Platinum,Fuel,F,152193,"Spent on Fuel using Platinum in Greater Mumbai, India"
"Delhi, India",2014-01-24,Silver,Food,M,48574,"Spent on Food using Silver in Delhi, India"
"Greater Mumbai, India",2014-05-18,Platinum,Fuel,F,184435,"Spent on Fuel using Platinum in Greater Mumbai, India"
"Delhi, India",2013-10-27,Platinum,Fuel,F,109865,"Spent on Fuel using Platinum in Delhi, India"
"Delhi, India",2015-03-17,Signature,Bills,F,77981,"Spent on Bills using Signature in Delhi, India"
"Greater Mumbai, India",2014-06-06,Silver,Food,F,103684,"Spent on Food using Silver in Greater Mumbai, India"
"Ahmedabad, India",2014-04-16,Silver,Bills,F,240947,"Spent on Bills using Silver in Ahmedabad, India"
"Greater Mumbai, India",2014-03-13,Platinum,Entertainment,M,249756,"Spent on Entertainment using Platinum in Greater Mumbai, India"
"Ahmedabad, India",2014-10-19,Platinum,Bills,F,202326,"Spent on Bills using Platinum in Ahmedabad, India"
"Delhi, India",2013-10-07,Gold,Grocery,F,100142,"Spent on Grocery using Gold in Delhi, India"
"Greater Mumbai, India",2015-01-04,Gold,Grocery,M,75749,"Spent on Grocery using Gold in Greater Mumbai, India"
"Bengaluru, India",2013-12-15,Signature,Entertainment,F,15415,"Spent on Entertainment using Signature in Bengaluru, India"
"Bengaluru, India",2013-12-12,Silver,Entertainment,M,261459,"Spent on Entertainment using Silver in Bengaluru, India"
"Bengaluru, India",2014-11-16,Silver,Bills,M,66917,"Spent on Bills using Silver in Bengaluru, India"
"Bengaluru, India",2014-07-09,Gold,Bills,F,25871,"Spent on Bills using Gold in Bengaluru, India"
"Greater Mumbai, India",2013-11-26,Platinum,Grocery,F,7276,"Spent on Grocery using Platinum in Greater Mumbai, India"
"Ahmedabad, India",2013-11-17,Gold,Bills,F,288315,"Spent on Bills using Gold in Ahmedabad, India"
"Bengaluru, India",2015-01-31,Gold,Bills,F,240957,"Spent on Bills using Gold in Bengaluru, India"
"Bengaluru, India",2014-01-21,Signature,Grocery,F,2117,"Spent on Grocery using Signature in Bengaluru, India"
"Delhi, India",2014-03-24,Gold,Food,F,262546,"Spent on Food using Gold in Delhi, India"
"Delhi, India",2014-08-22,Gold,Bills,M,127761,"Spent on Bills using Gold in Delhi, India"
"Greater Mumbai, India",2014-06-25,Platinum,Grocery,M,288150,"Spent on Grocery using Platinum in Greater Mumbai, India"
"Greater Mumbai, India",2015-03-30,Platinum,Entertainment,F,129919,"Spent on Entertainment using Platinum in Greater Mumbai, India"
"Ahmedabad, India",2014-07-01,Signature,Entertainment,F,269609,"Spent on Entertainment using Signature in Ahmedabad, India"
"Greater Mumbai, India",2014-05-24,Signature,Fuel,M,110978,"Spent on Fuel using Signature in Greater Mumbai, India"
"Greater Mumbai, India",2015-02-14,Gold,Fuel,F,123101,"Spent on Fuel using Gold in Greater Mumbai, India"
"Ahmedabad, India",2014-06-06,Signature,Grocery,M,95556,"Spent on Grocery using Signature in Ahmedabad, India"
"Bengaluru, India",2014-07-14,Gold,Grocery,M,199454,"Spent on Grocery using Gold in Bengaluru, India"
"Delhi, India",2013-10-04,Gold,Entertainment,M,208425,"Spent on Entertainment using Gold in Delhi, India"
"Greater Mumbai, India",2015-02-09,Silver,Grocery,M,185046,"Spent on Grocery using Silver in Greater Mumbai, India"
"Delhi, India",2014-05-21,Silver,Grocery,M,209159,"Spent on Grocery using Silver in Delhi, India"
"Delhi, India",2014-11-06,Signature,Food,F,242850,"Spent on Food using Signature in Delhi, India"
"Bengaluru, India",2015-02-20,Platinum,Food,F,114475,"Spent on Food using Platinum in Bengaluru, India"
"Ahmedabad, India",2014-12-24,Signature,Entertainment,F,172090,"Spent on Entertainment using Signature in Ahmedabad, India"
"Bengaluru, India",2014-03-30,Platinum,Bills,F,198118,"Spent on Bills using Platinum in Bengaluru, India"
"Ahmedabad, India",2014-08-01,Signature,Bills,F,291449,"Spent on Bills using Signature in Ahmedabad, India"
"Delhi, India",2013-12-13,Platinum,Entertainment,M,278192,"Spent on Entertainment using Platinum in Delhi, India"
"Ahmedabad, India",2014-04-27,Silver,Fuel,M,111593,"Spent on Fuel using Silver in Ahmedabad, India"
"Greater Mumbai, India",2014-04-03,Signature,Grocery,M,99902,"Spent on Grocery using Signature in Greater Mumbai, India"
"Greater Mumbai, India",2015-04-28,Platinum,Entertainment,M,42413,"Spent on Entertainment using Platinum in Greater Mumbai, India"
"Delhi, India",2014-02-21,Platinum,Fuel,M,154053,"Spent on Fuel using Platinum in Delhi, India"
"Bengaluru, India",2014-02-15,Silver,Bills,M,115069,"Spent on Bills using Silver in Bengaluru, India"
"Delhi, India",2015-03-18,Platinum,Grocery,M,288595,"Spent on Grocery using Platinum in Delhi, India"
"Greater Mumbai, India",2014-07-05,Silver,Entertainment,F,76580,"Spent on Entertainment using Silver in Greater Mumbai, India"
"Bengaluru, India",2013-11-08,Platinum,Bills,F,217889,"Spent on Bills using Platinum in Bengaluru, India"
"Bengaluru, India",2014-01-09,Gold,Entertainment,M,208092,"Spent on Entertainment using Gold in Bengaluru, India"
"Greater Mumbai, India",2014-12-01,Signature,Fuel,M,197789,"Spent on Fuel using Signature in Greater Mumbai, India"
"Ahmedabad, India",2015-02-01,Platinum,Entertainment,F,210414,"Spent on Entertainment using Platinum in Ahmedabad, India"
"Greater Mumbai, India",2014-02-24,Silver,Grocery,F,10113,"Spent on Grocery using Silver in Greater Mumbai, India"
"Ahmedabad, India",2014-05-29,Silver,Food,F,290443,"Spent on Food using Silver in Ahmedabad, India"
"Delhi, India",2014-12-02,Gold,Fuel,M,185333,"Spent on Fuel using Gold in Delhi, India"
"Greater Mumbai, India",2013-11-15,Silver,Entertainment,M,167567,"Spent on Entertainment using Silver in Greater Mumbai, India"
"Bengaluru, India",2014-12-09,Platinum,Entertainment,M,227104,"Spent on Entertainment using Platinum in Bengaluru, India"
"Ahmedabad, India",2014-04-25,Signature,Food,M,59837,"Spent on Food using Signature in Ahmedabad, India"
"Delhi, India",2014-01-31,Gold,Fuel,F,148931,"Spent on Fuel using Gold in Delhi, India"
"Delhi, India",2014-10-07,Silver,Fuel,F,153183,"Spent on Fuel using Silver in Delhi, India"
"Ahmedabad, India",2014-12-07,Signature,Entertainment,M,289358,"Spent on Entertainment using Signature in Ahmedabad, India"
"Ahmedabad, India",2013-11-15,Signature,Entertainment,F,120617,"Spent on Entertainment using Signature in Ahmedabad, India"
"Ahmedabad, India",2014-08-20,Platinum,Entertainment,M,27395,"Spent on Entertainment using Platinum in Ahmedabad, India"
"Bengaluru, India",2014-11-06,Gold,Fuel,M,50348,"Spent on Fuel using Gold in Bengaluru, India"
"Bengaluru, India",2015-03-02,Silver,Fuel,M,107483,"Spent on Fuel using Silver in Bengaluru, India"
"Delhi, India",2015-04-09,Gold,Entertainment,F,89508,"Spent on Entertainment using Gold in Delhi, India"
"Greater Mumbai, India",2015-02-13,Silver,Fuel,F,205435,"Spent on Fuel using Silver in Greater Mumbai, India"
"Bengaluru, India",2013-12-08,Silver,Food,F,267819,"Spent on Food using Silver in Bengaluru, India"
"Greater Mumbai, India",2014-12-03,Signature,Entertainment,M,191412,"Spent on Entertainment using Signature in Greater Mumbai, India"
"Bengaluru, India",2013-12-12,Platinum,Fuel,F,206072,"Spent on Fuel using Platinum in Bengaluru, India"
"Delhi, India",2014-07-28,Gold,Bills,F,86620,"Spent on Bills using Gold in Delhi, India"
"Greater Mumbai, India",2014-11-06,Signature,Fuel,F,183798,"Spent on Fuel using Signature in Greater Mumbai, India"
"Greater Mumbai, India",2014-10-26,Gold,Bills,M,254167,"Spent on Bills using Gold in Greater Mumbai, India"
"Bengaluru, India",2014-02-26,Silver,Fuel,F,162179,"Spent on Fuel using Silver in Bengaluru, India"
"Bengaluru, India",2014-02-05,Silver,Bills,M,45312,"Spent on Bills using Silver in Bengaluru, India"
"Bengaluru, India",2014-12-31,Silver,Bills,M,284625,"Spent on Bills using Silver in Bengaluru, India"
"Delhi, India",2015-02-10,Platinum,Bills,M,270901,"Spent on Bills using Platinum in Delhi, India"
"Ahmedabad, India",2015-05-20,Signature,Entertainment,M,76507,"Spent on Entertainment using Signature in Ahmedabad, India"
"Bengaluru, India",2014-05-24,Signature,Fuel,F,92872,"Spent on Fuel using Signature in Bengaluru, India"
"Bengaluru, India",2015-01-27,Platinum,Food,F,35604,"Spent on Food using Platinum in Bengaluru, India"
"Greater Mumbai, India",2014-05-19,Silver,Food,M,235611,"Spent on Food using Silver in Greater Mumbai, India"
"Delhi, India",2015-05-18,Gold,Grocery,F,146198,"Spent on Grocery using Gold in Delhi, India"
"Delhi, India",2015-05-15,Platinum,Fuel,F,125661,"Spent on Fuel using Platinum in Delhi, India"
"Ahmedabad, India",2015-04-28,Gold,Food,M,232641,"Spent on Food using Gold in Ahmedabad, India"
"Ahmedabad, India",2014-02-08,Gold,Entertainment,M,97569,"Spent on Entertainment using Gold in Ahmedabad, India"
"Greater Mumbai, India",2014-04-02,Silver,Food,F,208372,"Spent on Food using Silver in Greater Mumbai, India"
"Bengaluru, India",2014-04-25,Platinum,Bills,M,164133,"Spent on Bills using Platinum in Bengaluru, India"
"Delhi, India",2014-07-12,Silver,Food,F,13667,"Spent on Food using Silver in Delhi, India"
"Bengaluru, India",2015-04-21,Signature,Food,F,276270,"Spent on Food using Signature in Bengaluru, India"
"Bengaluru, India",2013-12-06,Gold,Entertainment,F,212797,"Spent on Entertainment using Gold in Bengaluru, India"
"Bengaluru, India",2015-02-01,Silver,Grocery,M,29585,"Spent on Grocery using Silver in Bengaluru, India"
"Delhi, India",2013-10-26,Gold,Grocery,M,269723,"Spent on Grocery using Gold in Delhi, India"
"Ahmedabad, India",2015-05-06,Signature,Fuel,F,157580,"Spent on Fuel using Signature in Ahmedabad, India"
"Ahmedabad, India",2015-04-30,Signature,Entertainment,F,60683,"Spent on Entertainment using Signature in Ahmedabad, India"
"Bengaluru, India",2014-10-28,Silver,Entertainment,M,170233,"Spent on Entertainment using Silver in Bengaluru, India"
"Delhi, India",2014-06-16,Silver,Bills,M,189581,"Spent on Bills using Silver in Delhi, India"
"Ahmedabad, India",2014-11-10,Platinum,Entertainment,M,156338,"Spent on Entertainment using Platinum in Ahmedabad, India"
"Bengaluru, India",2013-11-05,Gold,Grocery,M,84177,"Spent on Grocery using Gold in Bengaluru, India"
"Greater Mumbai, India",2014-06-14,Signature,Entertainment,M,4113,"Spent on Entertainment using Signature in Greater Mumbai, India"
"Delhi, India",2014-07-17,Silver,Grocery,M,44895,"Spent on Grocery using Silver in Delhi, India"
"Ahmedabad, India",2015-02-20,Platinum,Bills,F,189394,"Spent on Bills using Platinum in Ahmedabad, India"
"Bengaluru, India",2014-01-27,Signature,Grocery,F,179063,"Spent on Grocery using Signature in Bengaluru, India"
"Greater Mumbai, India",2013-12-11,Silver,Entertainment,M,116484,"Spent on Entertainment using Silver in Greater Mumbai, India"
"Delhi, India",2014-11-19,Platinum,Grocery,M,228570,"Spent on Grocery using Platinum in Delhi, India"
"Greater Mumbai, India",2013-12-03,Platinum,Bills,M,151988,"Spent on Bills using Platinum in Greater Mumbai, India"
"Greater Mumbai, India",2014-01-06,Platinum,Entertainment,M,248858,"Spent on Entertainment using Platinum in Greater Mumbai, India"
"Ahmedabad, India",2015-05-19,Silver,Bills,M,252754,"Spent on Bills using Silver in Ahmedabad, India"
"Ahmedabad, India",2014-10-21,Signature,Grocery,M,178215,"Spent on Grocery using Signature in Ahmedabad, India"
"Bengaluru, India",2015-01-14,Platinum,Grocery,F,284272,"Spent on Grocery using Platinum in Bengaluru, India"
"Ahmedabad, India",2014-05-26,Platinum,Entertainment,M,59545,"Spent on Entertainment using Platinum in Ahmedabad, India"
"Greater Mumbai, India",2013-10-20,Silver,Entertainment,M,117639,"Spent on Entertainment using Silver in Greater Mumbai, India"
"Ahmedabad, India",2014-08-11,Silver,Entertainment,M,247847,"Spent on Entertainment using Silver in Ahmedabad, India"
"Greater Mumbai, India",2014-11-16,Signature,Grocery,M,163686,"Spent on Grocery using Signature in Greater Mumbai, India"
"Delhi, India",2014-01-03,Silver,Entertainment,F,277703,"Spent on Entertainment using Silver in Delhi, India"
"Bengaluru, India",2014-02-13,Silver,Bills,F,281309,"Spent on Bills using Silver in Bengaluru, India"
"Delhi, India",2014-02-02,Silver,Entertainment,F,204400,"Spent on Entertainment using Silver in Delhi, India"
"Greater Mumbai, India",2015-02-28,Gold,Entertainment,F,161347,"Spent on Entertainment using Gold in Greater Mumbai, India"
"Delhi, India",2014-05-18,Gold,Fuel,F,180974,"Spent on Fuel using Gold in Delhi, India"
"Greater Mumbai, India",2015-04-13,Platinum,Entertainment,M,290509,"Spent on Entertainment using Platinum in Greater Mumbai, India"
"Greater Mumbai, India",2014-01-13,Gold,Food,M,92859,"Spent on Food using Gold in Greater Mumbai, India"
"Bengaluru, India",2014-11-18,Gold,Entertainment,M,210985,"Spent on Entertainment using Gold in Bengaluru, India"
"Bengaluru, India",2013-11-30,Signature,Entertainment,F,64652,"Spent on Entertainment using Signature in Bengaluru, India"
"Ahmedabad, India",2014-09-29,Platinum,Fuel,M,44457,"Spent on Fuel using Platinum in Ahmedabad, India"
"Greater Mumbai, India",2014-08-31,Platinum,Bills,M,91982,"Spent on Bills using Platinum in Greater Mumbai, India"
"Greater Mumbai, India",2015-05-24,Silver,Entertainment,F,96896,"Spent on Entertainment using Silver in Greater Mumbai, India"
"Delhi, India",2015-01-28,Silver,Grocery,M,226645,"Spent on Grocery using Silver in Delhi, India"
"Ahmedabad, India",2014-08-27,Silver,Grocery,M,214316,"Spent on Grocery using Silver in Ahmedabad, India"
"Delhi, India",2015-05-23,Signature,Bills,F,37388,"Spent on Bills using Signature in Delhi, India"
"Ahmedabad, India",2013-11-08,Silver,Fuel,F,216397,"Spent on Fuel using Silver in Ahmedabad, India"
"Delhi, India",2015-03-18,Signature,Entertainment,F,216105,"Spent on Entertainment using Signature in Delhi, India"
"Ahmedabad, India",2013-10-23,Platinum,Grocery,M,23366,"Spent on Grocery using Platinum in Ahmedabad, India"
"Greater Mumbai, India",2015-01-09,Gold,Bills,M,287450,"Spent on Bills using Gold in Greater Mumbai, India"
"Greater Mumbai, India",2015-02-14,Signature,Grocery,M,133803,"Spent on Grocery using Signature in Greater Mumbai, India"
"Greater Mumbai, India",2014-05-29,Platinum,Fuel,M,134761,"Spent on Fuel using Platinum in Greater Mumbai, India"
"Bengaluru, India",2014-01-12,Signature,Food,M,177501,"Spent on Food using Signature in Bengaluru, India"
"Ahmedabad, India",2015-02-13,Gold,Food,M,110793,"Spent on Food using Gold in Ahmedabad, India"
"Delhi, India",2014-03-09,Signature,Grocery,F,85261,"Spent on Grocery using Signature in Delhi, India"
"Bengaluru, India",2013-12-20,Platinum,Entertainment,F,93219,"Spent on Entertainment using Platinum in Bengaluru, India"
"Greater Mumbai, India",2014-07-28,Gold,Food,F,7801,"Spent on Food using Gold in Greater Mumbai, India"
"Greater Mumbai, India",2014-05-01,Silver,Entertainment,M,52782,"Spent on Entertainment using Silver in Greater Mumbai, India"
"Greater Mumbai, India",2014-09-12,Gold,Entertainment,F,242085,"Spent on Entertainment using Gold in Greater Mumbai, India"
"Bengaluru, India",2013-11-27,Platinum,Grocery,M,254849,"Spent on Grocery using Platinum in Bengaluru, India"
"Bengaluru, India",2014-08-27,Signature,Entertainment,F,200652,"Spent on Entertainment using Signature in Bengaluru, India"
"Delhi, India",2014-01-29,Platinum,Food,M,34929,"Spent on Food using Platinum in Delhi, India"
"Delhi, India",2014-09-24,Silver,Food,F,260497,"Spent on Food using Silver in Delhi, India"
